# depth maps
# file: 'rgbd_dataset_freiburg1_plant.bag'
# timestamp filename
1305032354.009456 depth/1305032354.009456.png
1305032354.045335 depth/1305032354.045335.png
1305032354.076940 depth/1305032354.076940.png
1305032354.109860 depth/1305032354.109860.png
1305032354.145200 depth/1305032354.145200.png
1305032354.177151 depth/1305032354.177151.png
1305032354.209651 depth/1305032354.209651.png
1305032354.244910 depth/1305032354.244910.png
1305032354.277122 depth/1305032354.277122.png
1305032354.309733 depth/1305032354.309733.png
1305032354.345124 depth/1305032354.345124.png
1305032354.377091 depth/1305032354.377091.png
1305032354.407556 depth/1305032354.407556.png
1305032354.445200 depth/1305032354.445200.png
1305032354.477221 depth/1305032354.477221.png
1305032354.510161 depth/1305032354.510161.png
1305032354.545622 depth/1305032354.545622.png
1305032354.577445 depth/1305032354.577445.png
1305032354.610249 depth/1305032354.610249.png
1305032354.645613 depth/1305032354.645613.png
1305032354.677651 depth/1305032354.677651.png
1305032354.709984 depth/1305032354.709984.png
1305032354.745813 depth/1305032354.745813.png
1305032354.777561 depth/1305032354.777561.png
1305032354.813526 depth/1305032354.813526.png
1305032354.845896 depth/1305032354.845896.png
1305032354.877727 depth/1305032354.877727.png
1305032354.913596 depth/1305032354.913596.png
1305032354.946029 depth/1305032354.946029.png
1305032354.977691 depth/1305032354.977691.png
1305032355.013557 depth/1305032355.013557.png
1305032355.045678 depth/1305032355.045678.png
1305032355.077711 depth/1305032355.077711.png
1305032355.113721 depth/1305032355.113721.png
1305032355.145771 depth/1305032355.145771.png
1305032355.177863 depth/1305032355.177863.png
1305032355.213995 depth/1305032355.213995.png
1305032355.246379 depth/1305032355.246379.png
1305032355.278991 depth/1305032355.278991.png
1305032355.312689 depth/1305032355.312689.png
1305032355.347016 depth/1305032355.347016.png
1305032355.379246 depth/1305032355.379246.png
1305032355.415084 depth/1305032355.415084.png
1305032355.446636 depth/1305032355.446636.png
1305032355.479127 depth/1305032355.479127.png
1305032355.514371 depth/1305032355.514371.png
1305032355.546522 depth/1305032355.546522.png
1305032355.578354 depth/1305032355.578354.png
1305032355.614298 depth/1305032355.614298.png
1305032355.646429 depth/1305032355.646429.png
1305032355.679021 depth/1305032355.679021.png
1305032355.715171 depth/1305032355.715171.png
1305032355.747547 depth/1305032355.747547.png
1305032355.779172 depth/1305032355.779172.png
1305032355.815082 depth/1305032355.815082.png
1305032355.847746 depth/1305032355.847746.png
1305032355.879256 depth/1305032355.879256.png
1305032355.914958 depth/1305032355.914958.png
1305032355.947516 depth/1305032355.947516.png
1305032355.979562 depth/1305032355.979562.png
1305032356.015124 depth/1305032356.015124.png
1305032356.047385 depth/1305032356.047385.png
1305032356.083040 depth/1305032356.083040.png
1305032356.114352 depth/1305032356.114352.png
1305032356.146404 depth/1305032356.146404.png
